sourceAssetPath,lineNumber,propertyName,referenceType,guid,context,details
Assets/Photon/PhotonUnityNetworking/Demos/Shared Assets/Animator/ThirdPersonAnimatorController.controller,270,- m_Motion,animation_object,ccb909e390d7be24e9107d33119a0eaa,"m_DirectBlendEvent: | m_Mirror: 0 | - m_Motion: {fileID: 7400022, guid: ccb909e390d7be24e9107d33119a0eaa, type: 3} | m_Threshold: 1","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/Shared Assets/Animator/ThirdPersonAnimatorController.controller,291,- m_Motion,animation_object,98e8896e12d39bb41a5a74e9ae897a64,"m_Name: Idle | m_Childs: | - m_Motion: {fileID: 7400002, guid: 98e8896e12d39bb41a5a74e9ae897a64, type: 3} | m_Threshold: -1","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/Shared Assets/Animator/ThirdPersonAnimatorController.controller,298,- m_Motion,animation_object,11cd8118786c19d49a6bf4fc939ad434,"m_DirectBlendEvent: | m_Mirror: 0 | - m_Motion: {fileID: 7400000, guid: 11cd8118786c19d49a6bf4fc939ad434, type: 3} | m_Threshold: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/Shared Assets/Animator/ThirdPersonAnimatorController.controller,305,- m_Motion,animation_object,98e8896e12d39bb41a5a74e9ae897a64,"m_DirectBlendEvent: | m_Mirror: 0 | - m_Motion: {fileID: 7400000, guid: 98e8896e12d39bb41a5a74e9ae897a64, type: 3} | m_Threshold: 1","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/Shared Assets/Animator/ThirdPersonAnimatorController.controller,494,- m_Motion,animation_object,1da5f9c54c49bfc488819dd2df8bb228,"m_Name: Walk | m_Childs: | - m_Motion: {fileID: 7400002, guid: 1da5f9c54c49bfc488819dd2df8bb228, type: 3} | m_Threshold: -1","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/Shared Assets/Animator/ThirdPersonAnimatorController.controller,501,- m_Motion,animation_object,c869773dc0bdfe042a8293344c186eaf,"m_DirectBlendEvent: | m_Mirror: 0 | - m_Motion: {fileID: 7400000, guid: c869773dc0bdfe042a8293344c186eaf, type: 3} | m_Threshold: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/Shared Assets/Animator/ThirdPersonAnimatorController.controller,508,- m_Motion,animation_object,1da5f9c54c49bfc488819dd2df8bb228,"m_DirectBlendEvent: | m_Mirror: 0 | - m_Motion: {fileID: 7400000, guid: 1da5f9c54c49bfc488819dd2df8bb228, type: 3} | m_Threshold: 1","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/Draggable_Card.prefab,72,m_Sprite,sprite,65a5f7e34efd0504a89de48a69998a1b,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 65a5f7e34efd0504a89de48a69998a1b, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/LoadingObject.prefab,499,m_Sprite,sprite,c2e4dc87ef7120c428b9c78df4c39467,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: c2e4dc87ef7120c428b9c78df4c39467, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/LoadingObject.prefab,575,m_Sprite,sprite,95cd7bb919a9b0a4aa6d6d07fbbf9f46,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 95cd7bb919a9b0a4aa6d6d07fbbf9f46, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/OpenWiki.prefab,275,m_Sprite,sprite,f1b375fbb9bf040489ee74a05fe86290,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: f1b375fbb9bf040489ee74a05fe86290, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/OptionPanel.prefab,145,m_Sprite,sprite,cf3030a07e4b3fa44b21851585267d89,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: cf3030a07e4b3fa44b21851585267d89, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/ShowEffectDiscription.prefab,548,m_Sprite,sprite,202884f52cfa4584ea27e4e17a067533,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 202884f52cfa4584ea27e4e17a067533, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/UI/Battle Scene/BlockerEffect.prefab,66,- {fileID,material,1c2264b561c56a44596a208b6bfc9ced,"m_RendererPriority: 0 | m_Materials: | - {fileID: 2100000, guid: 1c2264b561c56a44596a208b6bfc9ced, type: 2} | m_StaticBatchInfo:","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/UI/Battle Scene/BlockerEffect.prefab,98,m_Controller,animation_object,f1387c30d0be8754890d53bbe7e57f3f,"m_Enabled: 1 | m_Avatar: {fileID: 0} | m_Controller: {fileID: 9100000, guid: f1387c30d0be8754890d53bbe7e57f3f, type: 2} | m_CullingMode: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/UI/Battle Scene/Life recovery effect.prefab,4909,- {fileID,material,85ff0e8ed75f542a2a6009d16b39c939,"m_RendererPriority: 0 | m_Materials: | - {fileID: 2100000, guid: 85ff0e8ed75f542a2a6009d16b39c939, type: 2} | m_StaticBatchInfo:","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/UI/Battle Scene/Life recovery effect.prefab,9683,- {fileID,material,c91ba1d1494094ae0aa8fdd96e171933,"m_RendererPriority: 0 | m_Materials: | - {fileID: 2100000, guid: c91ba1d1494094ae0aa8fdd96e171933, type: 2} | m_StaticBatchInfo:","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/UI/Battle Scene/Life recovery effect.prefab,14457,- {fileID,material,ab6d36e9c16ce4fbea9b063c3ee8e129,"m_RendererPriority: 0 | m_Materials: | - {fileID: 2100000, guid: ab6d36e9c16ce4fbea9b063c3ee8e129, type: 2} | m_StaticBatchInfo:","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/UI/Battle Scene/Life recovery effect.prefab,19405,- {fileID,material,c91ba1d1494094ae0aa8fdd96e171933,"m_RendererPriority: 0 | m_Materials: | - {fileID: 2100000, guid: c91ba1d1494094ae0aa8fdd96e171933, type: 2} | m_StaticBatchInfo:","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/UI/Battle Scene/Life recovery effect.prefab,29027,- {fileID,material,9beffdc4f342f4c08b67045fea7b38a6,"m_RendererPriority: 0 | m_Materials: | - {fileID: 2100000, guid: 9beffdc4f342f4c08b67045fea7b38a6, type: 2} | m_StaticBatchInfo:","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/UI/Battle Scene/Life recovery effect.prefab,33975,- {fileID,material,8deacecb10135482fa3a8518a7c6f06f,"m_RendererPriority: 0 | m_Materials: | - {fileID: 2100000, guid: 8deacecb10135482fa3a8518a7c6f06f, type: 2} | m_StaticBatchInfo:","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/UI/Opening Scene/Circuits.prefab,4705,- {fileID,material,3914876646cf8ff449e3c81d1191b913,"m_RendererPriority: 0 | m_Materials: | - {fileID: 2100000, guid: 3914876646cf8ff449e3c81d1191b913, type: 2} | m_StaticBatchInfo:","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/UI/Opening Scene/PixelRise.prefab,4722,- {fileID,material,9a5dee65196d5a144ab264e5de768245,"m_RendererPriority: 0 | m_Materials: | - {fileID: 2100000, guid: 9a5dee65196d5a144ab264e5de768245, type: 2} | m_StaticBatchInfo:","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/UI/Opening Scene/PixelStorm.prefab,4668,- {fileID,material,9a5dee65196d5a144ab264e5de768245,"m_RendererPriority: 0 | m_Materials: | - {fileID: 2100000, guid: 9a5dee65196d5a144ab264e5de768245, type: 2} | m_StaticBatchInfo:","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/VolumePanel.prefab,201,m_Sprite,sprite,4fd29d6a64b9e234fa86cdd3ac974a73,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 4fd29d6a64b9e234fa86cdd3ac974a73, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/VolumePanel.prefab,462,m_Sprite,sprite,4fd29d6a64b9e234fa86cdd3ac974a73,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 4fd29d6a64b9e234fa86cdd3ac974a73, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/VolumePanel.prefab,551,m_Sprite,sprite,4fd29d6a64b9e234fa86cdd3ac974a73,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 4fd29d6a64b9e234fa86cdd3ac974a73, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/VolumePanel.prefab,866,m_Sprite,sprite,4fd29d6a64b9e234fa86cdd3ac974a73,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 4fd29d6a64b9e234fa86cdd3ac974a73, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/VolumePanel.prefab,1078,m_Sprite,sprite,6afdb03aed93d6b409be8eb300a10c48,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 6afdb03aed93d6b409be8eb300a10c48, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Prefab/VolumePanel.prefab,1328,m_Sprite,sprite,6afdb03aed93d6b409be8eb300a10c48,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 6afdb03aed93d6b409be8eb300a10c48, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening 1.unity,2708,m_Sprite,sprite,48cbe06c6c72f77459764414477e8120,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 48cbe06c6c72f77459764414477e8120, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening 1.unity,6230,m_Sprite,sprite,9c787e74ad019fb4abc7015016555e15,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 9c787e74ad019fb4abc7015016555e15, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening 1.unity,29617,m_Sprite,sprite,48cbe06c6c72f77459764414477e8120,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 48cbe06c6c72f77459764414477e8120, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening 1.unity,33351,m_Sprite,sprite,48cbe06c6c72f77459764414477e8120,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 48cbe06c6c72f77459764414477e8120, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening 1.unity,36974,m_Sprite,sprite,48cbe06c6c72f77459764414477e8120,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 48cbe06c6c72f77459764414477e8120, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening 1.unity,37370,m_Sprite,sprite,9c787e74ad019fb4abc7015016555e15,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 9c787e74ad019fb4abc7015016555e15, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening 1.unity,47049,m_Sprite,sprite,efc20bc7fe34a7947adc6893103d1277,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: efc20bc7fe34a7947adc6893103d1277, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening 1.unity,51172,m_Sprite,sprite,48cbe06c6c72f77459764414477e8120,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 48cbe06c6c72f77459764414477e8120, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening 1.unity,56886,m_Sprite,sprite,9c787e74ad019fb4abc7015016555e15,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 9c787e74ad019fb4abc7015016555e15, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening 1.unity,64606,m_Sprite,sprite,48cbe06c6c72f77459764414477e8120,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 48cbe06c6c72f77459764414477e8120, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening 1.unity,71620,m_Sprite,sprite,48cbe06c6c72f77459764414477e8120,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 48cbe06c6c72f77459764414477e8120, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening 1.unity,109384,m_Sprite,sprite,9c787e74ad019fb4abc7015016555e15,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 9c787e74ad019fb4abc7015016555e15, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening.unity,2704,m_Sprite,sprite,48cbe06c6c72f77459764414477e8120,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 48cbe06c6c72f77459764414477e8120, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening.unity,6214,m_Sprite,sprite,9c787e74ad019fb4abc7015016555e15,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 9c787e74ad019fb4abc7015016555e15, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening.unity,29615,m_Sprite,sprite,48cbe06c6c72f77459764414477e8120,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 48cbe06c6c72f77459764414477e8120, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening.unity,33341,m_Sprite,sprite,48cbe06c6c72f77459764414477e8120,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 48cbe06c6c72f77459764414477e8120, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening.unity,36952,m_Sprite,sprite,48cbe06c6c72f77459764414477e8120,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 48cbe06c6c72f77459764414477e8120, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening.unity,37348,m_Sprite,sprite,9c787e74ad019fb4abc7015016555e15,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 9c787e74ad019fb4abc7015016555e15, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening.unity,46995,m_Sprite,sprite,efc20bc7fe34a7947adc6893103d1277,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: efc20bc7fe34a7947adc6893103d1277, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening.unity,51094,m_Sprite,sprite,48cbe06c6c72f77459764414477e8120,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 48cbe06c6c72f77459764414477e8120, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening.unity,56788,m_Sprite,sprite,9c787e74ad019fb4abc7015016555e15,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 9c787e74ad019fb4abc7015016555e15, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening.unity,64402,m_Sprite,sprite,48cbe06c6c72f77459764414477e8120,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 48cbe06c6c72f77459764414477e8120, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening.unity,71400,m_Sprite,sprite,48cbe06c6c72f77459764414477e8120,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 48cbe06c6c72f77459764414477e8120, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Scenes/Opening.unity,109120,m_Sprite,sprite,9c787e74ad019fb4abc7015016555e15,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 9c787e74ad019fb4abc7015016555e15, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
