sourceAssetPath,lineNumber,propertyName,referenceType,guid,context,details
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,49205,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21512057394810148, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,49776,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21481346700311234, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,49999,m_Material,material,c8243c28075b3431084ded42f46ad567,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 2100000, guid: c8243c28075b3431084ded42f46ad567, type: 2} | m_Color: {r: 1, g: 1, b: 1, a: 1}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,50266,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21905403339881664, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,51199,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21271924954905420, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,51444,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21512057394810148, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,51640,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21563344409783084, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,52581,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21758506112687914, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,52720,m_Material,material,9dc7e810a87b444ab96919f3215c2fe5,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 2100000, guid: 9dc7e810a87b444ab96919f3215c2fe5, type: 2} | m_Color: {r: 1, g: 1, b: 1, a: 1}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,53475,m_Material,material,9dc7e810a87b444ab96919f3215c2fe5,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 2100000, guid: 9dc7e810a87b444ab96919f3215c2fe5, type: 2} | m_Color: {r: 1, g: 1, b: 1, a: 1}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,53705,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21039963853110620, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,54697,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21758506112687914, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,55048,m_Material,material,c8243c28075b3431084ded42f46ad567,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 2100000, guid: c8243c28075b3431084ded42f46ad567, type: 2} | m_Color: {r: 1, g: 1, b: 1, a: 1}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,55568,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21512057394810148, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,56115,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21512057394810148, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,56247,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21271924954905420, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,56878,m_Material,material,9dc7e810a87b444ab96919f3215c2fe5,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 2100000, guid: 9dc7e810a87b444ab96919f3215c2fe5, type: 2} | m_Color: {r: 1, g: 1, b: 1, a: 1}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,56972,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21758506112687914, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,57105,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21563344409783084, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,57814,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21512057394810148, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,58377,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21512057394810148, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,58533,m_Material,material,c8243c28075b3431084ded42f46ad567,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 2100000, guid: c8243c28075b3431084ded42f46ad567, type: 2} | m_Color: {r: 1, g: 1, b: 1, a: 1}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,58673,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21512057394810148, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,58805,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21271924954905420, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,59413,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21758506112687914, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,59508,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21758506112687914, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,59649,m_Material,material,17b17d6effbe14075a3bbdf1fda1f6e1,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21939717441729078, guid: 17b17d6effbe14075a3bbdf1fda1f6e1, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,60035,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21185002339311568, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,61466,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21758506112687914, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,61773,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21970657036975932, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,62076,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21512057394810148, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,62530,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21512057394810148, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,62741,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21786341683153736, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,62882,m_Material,material,17b17d6effbe14075a3bbdf1fda1f6e1,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21841578701121694, guid: 17b17d6effbe14075a3bbdf1fda1f6e1, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,64120,m_Material,material,c8243c28075b3431084ded42f46ad567,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 2100000, guid: c8243c28075b3431084ded42f46ad567, type: 2} | m_Color: {r: 1, g: 1, b: 1, a: 1}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,64299,m_Material,material,17b17d6effbe14075a3bbdf1fda1f6e1,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21939717441729078, guid: 17b17d6effbe14075a3bbdf1fda1f6e1, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,64900,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21512057394810148, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,65041,m_Material,material,17b17d6effbe14075a3bbdf1fda1f6e1,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21939717441729078, guid: 17b17d6effbe14075a3bbdf1fda1f6e1, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,66741,m_Material,material,aee96bc531e6eba468ec405e536f515f,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 21758506112687914, guid: aee96bc531e6eba468ec405e536f515f, | type: 2}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,68193,m_Material,material,9dc7e810a87b444ab96919f3215c2fe5,"m_Name: | m_EditorClassIdentifier: | m_Material: {fileID: 2100000, guid: 9dc7e810a87b444ab96919f3215c2fe5, type: 2} | m_Color: {r: 1, g: 1, b: 1, a: 1}","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo_Transition.controller,96,script,animation_object,f5f67c52d1564df4a8936ccd202a3bd8,"path: | classID: 114 | script: {fileID: -98529514, guid: f5f67c52d1564df4a8936ccd202a3bd8, type: 3} | - curve:","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo_Transition.controller,186,script,animation_object,f5f67c52d1564df4a8936ccd202a3bd8,"path: | classID: 114 | script: {fileID: -98529514, guid: f5f67c52d1564df4a8936ccd202a3bd8, type: 3} | m_PPtrCurves: []","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo_Transition.controller,209,script,animation_object,f5f67c52d1564df4a8936ccd202a3bd8,"- path: 0 | attribute: 3305885265 | script: {fileID: -98529514, guid: f5f67c52d1564df4a8936ccd202a3bd8, type: 3} | classID: 114","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo_Transition.controller,227,script,animation_object,f5f67c52d1564df4a8936ccd202a3bd8,"- path: 0 | attribute: 4228073214 | script: {fileID: -98529514, guid: f5f67c52d1564df4a8936ccd202a3bd8, type: 3} | classID: 114","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo_Transition.controller,330,script,animation_object,f5f67c52d1564df4a8936ccd202a3bd8,"path: | classID: 114 | script: {fileID: -98529514, guid: f5f67c52d1564df4a8936ccd202a3bd8, type: 3} | - curve:","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo_Transition.controller,420,script,animation_object,f5f67c52d1564df4a8936ccd202a3bd8,"path: | classID: 114 | script: {fileID: -98529514, guid: f5f67c52d1564df4a8936ccd202a3bd8, type: 3} | m_EulerEditorCurves: []","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo_Transition.controller,487,script,animation_object,f5f67c52d1564df4a8936ccd202a3bd8,"path: | classID: 114 | script: {fileID: -98529514, guid: f5f67c52d1564df4a8936ccd202a3bd8, type: 3} | - curve:","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo_Transition.controller,532,script,animation_object,f5f67c52d1564df4a8936ccd202a3bd8,"- path: 0 | attribute: 3305885265 | script: {fileID: -98529514, guid: f5f67c52d1564df4a8936ccd202a3bd8, type: 3} | classID: 114","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo_Transition.controller,585,script,animation_object,f5f67c52d1564df4a8936ccd202a3bd8,"path: | classID: 114 | script: {fileID: -98529514, guid: f5f67c52d1564df4a8936ccd202a3bd8, type: 3} | - curve:","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo_Transition.controller,657,script,animation_object,f5f67c52d1564df4a8936ccd202a3bd8,"path: | classID: 114 | script: {fileID: -98529514, guid: f5f67c52d1564df4a8936ccd202a3bd8, type: 3} | m_PPtrCurves: []","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo_Transition.controller,668,script,animation_object,f5f67c52d1564df4a8936ccd202a3bd8,"- path: 0 | attribute: 3305885265 | script: {fileID: -98529514, guid: f5f67c52d1564df4a8936ccd202a3bd8, type: 3} | classID: 114","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo_Transition.controller,709,script,animation_object,f5f67c52d1564df4a8936ccd202a3bd8,"path: | classID: 114 | script: {fileID: -98529514, guid: f5f67c52d1564df4a8936ccd202a3bd8, type: 3} | m_EulerEditorCurves: []","GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/WebGLInput-master/Assets/TextMesh Pro/Examples & Extras/Prefabs/Text Popup.prefab,210,m_baseMaterial,material,316f956b856b45c448987b5018ec3ef4,"- {fileID: 0} | - {fileID: 0} | m_baseMaterial: {fileID: 2100000, guid: 316f956b856b45c448987b5018ec3ef4, type: 2} | m_maskOffset: {x: 0, y: 0, z: 0, w: 0}","GUID could not be resolved from project, package, or package cache metadata."
Assets/Animation/Battle/Hatch/HatchImage.prefab,107,m_Sprite,sprite,95ecb01923d6e7047a62359aad5b4dc7,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 95ecb01923d6e7047a62359aad5b4dc7, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Animation/Battle/Hatch/HatchImage.prefab,187,m_Sprite,sprite,95ecb01923d6e7047a62359aad5b4dc7,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 95ecb01923d6e7047a62359aad5b4dc7, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Animation/Battle/Hatch/HatchImage.prefab,265,m_Sprite,sprite,5f5b5e61d35b31e47a80a944cf0b0c79,"m_PersistentCalls: | m_Calls: [] | m_Sprite: {fileID: 21300000, guid: 5f5b5e61d35b31e47a80a944cf0b0c79, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/PunBasics-Tutorial/Animator/Kyle Robot.controller,221,m_Motion,animation_object,c387a0e47b4244f2b86c50372341024a,"m_CycleOffsetParameterActive: 0 | m_TimeParameterActive: 0 | m_Motion: {fileID: 7400002, guid: c387a0e47b4244f2b86c50372341024a, type: 3} | m_Tag:","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/PunBasics-Tutorial/Animator/Kyle Robot.controller,340,m_Motion,animation_object,c59a2a721fc964a949c27fa965d044d9,"m_Childs: | - serializedVersion: 2 | m_Motion: {fileID: 7400000, guid: c59a2a721fc964a949c27fa965d044d9, type: 3} | m_Threshold: -1","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/PunBasics-Tutorial/Animator/Kyle Robot.controller,348,m_Motion,animation_object,cd0e3010ec4a7471ab652a490698f310,"m_Mirror: 1 | - serializedVersion: 2 | m_Motion: {fileID: 7400000, guid: cd0e3010ec4a7471ab652a490698f310, type: 3} | m_Threshold: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/PunBasics-Tutorial/Animator/Kyle Robot.controller,356,m_Motion,animation_object,c59a2a721fc964a949c27fa965d044d9,"m_Mirror: 0 | - serializedVersion: 2 | m_Motion: {fileID: 7400000, guid: c59a2a721fc964a949c27fa965d044d9, type: 3} | m_Threshold: 1","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/PunBasics-Tutorial/Animator/Kyle Robot.controller,600,m_Motion,animation_object,4837cfbf121a64f23adf6658e7bacb39,"m_CycleOffsetParameterActive: 0 | m_TimeParameterActive: 0 | m_Motion: {fileID: 7400000, guid: 4837cfbf121a64f23adf6658e7bacb39, type: 3} | m_Tag:","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/PunBasics-Tutorial/Animator/Kyle Robot.controller,654,m_Motion,animation_object,4837cfbf121a64f23adf6658e7bacb39,"m_CycleOffsetParameterActive: 0 | m_TimeParameterActive: 0 | m_Motion: {fileID: 7400000, guid: 4837cfbf121a64f23adf6658e7bacb39, type: 3} | m_Tag:","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/PunBasics-Tutorial/Animator/Kyle Robot.controller,680,m_Motion,animation_object,7a7c998f8e27048128d544a06bd9ab28,"m_CycleOffsetParameterActive: 0 | m_TimeParameterActive: 0 | m_Motion: {fileID: 7400000, guid: 7a7c998f8e27048128d544a06bd9ab28, type: 3} | m_Tag:","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/PunCockpit/PunCockpit-Scene.unity,29458,m_Sprite,sprite,03db1a73f7e7c9f4bb5d1580261ddeb3,"m_TypeName: UnityEngine.UI.MaskableGraphic+CullStateChangedEvent, UnityEngine.UI, | Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | m_Sprite: {fileID: 21300000, guid: 03db1a73f7e7c9f4bb5d1580261ddeb3, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/PunCockpit/PunCockpit-Scene.unity,40876,m_Sprite,sprite,03db1a73f7e7c9f4bb5d1580261ddeb3,"m_TypeName: UnityEngine.UI.MaskableGraphic+CullStateChangedEvent, UnityEngine.UI, | Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | m_Sprite: {fileID: 21300000, guid: 03db1a73f7e7c9f4bb5d1580261ddeb3, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/PunCockpit/PunCockpit-Scene.unity,42741,m_Sprite,sprite,03db1a73f7e7c9f4bb5d1580261ddeb3,"m_TypeName: UnityEngine.UI.MaskableGraphic+CullStateChangedEvent, UnityEngine.UI, | Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | m_Sprite: {fileID: 21300000, guid: 03db1a73f7e7c9f4bb5d1580261ddeb3, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/PunCockpit/PunCockpit-Scene.unity,53268,m_Sprite,sprite,03db1a73f7e7c9f4bb5d1580261ddeb3,"m_TypeName: UnityEngine.UI.MaskableGraphic+CullStateChangedEvent, UnityEngine.UI, | Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | m_Sprite: {fileID: 21300000, guid: 03db1a73f7e7c9f4bb5d1580261ddeb3, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/PunCockpit/PunCockpit-Scene.unity,62948,m_Sprite,sprite,03db1a73f7e7c9f4bb5d1580261ddeb3,"m_TypeName: UnityEngine.UI.MaskableGraphic+CullStateChangedEvent, UnityEngine.UI, | Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | m_Sprite: {fileID: 21300000, guid: 03db1a73f7e7c9f4bb5d1580261ddeb3, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/PunCockpit/PunCockpit-Scene.unity,69136,m_Sprite,sprite,03db1a73f7e7c9f4bb5d1580261ddeb3,"m_TypeName: UnityEngine.UI.MaskableGraphic+CullStateChangedEvent, UnityEngine.UI, | Version=1.0.0.0, Culture=neutral, PublicKeyToken=null | m_Sprite: {fileID: 21300000, guid: 03db1a73f7e7c9f4bb5d1580261ddeb3, type: 3} | m_Type: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/Shared Assets/Animator/ThirdPersonAnimatorController.controller,186,- m_Motion,animation_object,4ee731d726c3dd34eb36806ea0d8fe98,"m_Name: Idle | m_Childs: | - m_Motion: {fileID: 7400010, guid: 4ee731d726c3dd34eb36806ea0d8fe98, type: 3} | m_Threshold: -1","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/Shared Assets/Animator/ThirdPersonAnimatorController.controller,193,- m_Motion,animation_object,e38eb300eb4745b4db509a224a99bbe1,"m_DirectBlendEvent: | m_Mirror: 0 | - m_Motion: {fileID: 7400014, guid: e38eb300eb4745b4db509a224a99bbe1, type: 3} | m_Threshold: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/Shared Assets/Animator/ThirdPersonAnimatorController.controller,200,- m_Motion,animation_object,4ee731d726c3dd34eb36806ea0d8fe98,"m_DirectBlendEvent: | m_Mirror: 0 | - m_Motion: {fileID: 7400000, guid: 4ee731d726c3dd34eb36806ea0d8fe98, type: 3} | m_Threshold: 1","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/Shared Assets/Animator/ThirdPersonAnimatorController.controller,221,- m_Motion,animation_object,6da89662649b53c49b06616f51157b48,"m_Name: Walk | m_Childs: | - m_Motion: {fileID: 7400002, guid: 6da89662649b53c49b06616f51157b48, type: 3} | m_Threshold: -1","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/Shared Assets/Animator/ThirdPersonAnimatorController.controller,228,- m_Motion,animation_object,24c848a6dbf95e848950ca5403a1191e,"m_DirectBlendEvent: | m_Mirror: 0 | - m_Motion: {fileID: 7400000, guid: 24c848a6dbf95e848950ca5403a1191e, type: 3} | m_Threshold: 0","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/Shared Assets/Animator/ThirdPersonAnimatorController.controller,235,- m_Motion,animation_object,6da89662649b53c49b06616f51157b48,"m_DirectBlendEvent: | m_Mirror: 0 | - m_Motion: {fileID: 7400000, guid: 6da89662649b53c49b06616f51157b48, type: 3} | m_Threshold: 1","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/Shared Assets/Animator/ThirdPersonAnimatorController.controller,256,- m_Motion,animation_object,ccb909e390d7be24e9107d33119a0eaa,"m_Name: Run | m_Childs: | - m_Motion: {fileID: 7400026, guid: ccb909e390d7be24e9107d33119a0eaa, type: 3} | m_Threshold: -1","GUID could not be resolved from project, package, or package cache metadata."
Assets/Photon/PhotonUnityNetworking/Demos/Shared Assets/Animator/ThirdPersonAnimatorController.controller,263,- m_Motion,animation_object,ccb909e390d7be24e9107d33119a0eaa,"m_DirectBlendEvent: | m_Mirror: 0 | - m_Motion: {fileID: 7400024, guid: ccb909e390d7be24e9107d33119a0eaa, type: 3} | m_Threshold: 0","GUID could not be resolved from project, package, or package cache metadata."
