sourceAssetPath,sourceKind,sceneName,hierarchyPath,nearestPrefabRoot,componentType,propertyName,issueType,assetType,assetPath,shaderName,size,details
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/CFX Free Demo.unity,Scene,CFX Free Demo,Canvas/Btn_SlowMo,,Button,m_HighlightedSprite,unresolved_guid,sprite,,,80x80,"Unresolved sprite GUID 48624f05b683e4a4ab1a142e40fd6971. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/CFX Free Demo.unity,Scene,CFX Free Demo,Canvas/Btn_SlowMo,,Button,m_PressedSprite,unresolved_guid,sprite,,,80x80,"Unresolved sprite GUID 48624f05b683e4a4ab1a142e40fd6971. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/CFX Free Demo.unity,Scene,CFX Free Demo,Canvas/Btn_SlowMo,,Image,m_Sprite,unresolved_guid,sprite,,,80x80,"Unresolved sprite GUID 5ec8fc5d939ea2244985ca77a114c9d0. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/CFX Free Demo.unity,Scene,CFX Free Demo,Canvas/Btn_PrevEffect,,Image,m_Sprite,unresolved_guid,sprite,,,60x60,"Unresolved sprite GUID 3783f195e2c8dc84cb1461fbe881e9cb. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/CFX Free Demo.unity,Scene,CFX Free Demo,Canvas/Btn_NextEffect,,Image,m_Sprite,unresolved_guid,sprite,,,60x60,"Unresolved sprite GUID 6ca93523b0317c242b05932fedb07cb3. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/CFX Free Demo.unity,Scene,CFX Free Demo,Ground,,Class23,- {fileID,unresolved_guid,material,,,,"Unresolved material GUID 7b43a19f99847f94f8e4ab851c1cb07c. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/CFX Free Demo.unity,Scene,CFX Free Demo,Canvas/Btn_ShowGround,,Button,m_HighlightedSprite,unresolved_guid,sprite,,,80x80,"Unresolved sprite GUID 5cc9c4a6db9a74a40aaed761fc99294c. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/CFX Free Demo.unity,Scene,CFX Free Demo,Canvas/Btn_ShowGround,,Button,m_PressedSprite,unresolved_guid,sprite,,,80x80,"Unresolved sprite GUID 5cc9c4a6db9a74a40aaed761fc99294c. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/CFX Free Demo.unity,Scene,CFX Free Demo,Canvas/Btn_ShowGround,,Image,m_Sprite,unresolved_guid,sprite,,,80x80,"Unresolved sprite GUID a2bcf923df54ffa4ba7e795955c5dc22. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/CFX Free Demo.unity,Scene,CFX Free Demo,Canvas/Logo,,Image,m_Sprite,unresolved_guid,sprite,,,338x45,"Unresolved sprite GUID c474936d3f7aa204d8939cbe05170aa5. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/CFX Free Demo.unity,Scene,CFX Free Demo,Canvas/Btn_CameraRotation,,Button,m_HighlightedSprite,unresolved_guid,sprite,,,80x80,"Unresolved sprite GUID 90cdb91b8028d984b9adf63a23402f86. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/CFX Free Demo.unity,Scene,CFX Free Demo,Canvas/Btn_CameraRotation,,Button,m_PressedSprite,unresolved_guid,sprite,,,80x80,"Unresolved sprite GUID 90cdb91b8028d984b9adf63a23402f86. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/CFX Free Demo.unity,Scene,CFX Free Demo,Canvas/Btn_CameraRotation,,Image,m_Sprite,unresolved_guid,sprite,,,80x80,"Unresolved sprite GUID 4c72f3c555f96274787f31379fabb6ff. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/WarFX Demo New.unity,Scene,WarFX Demo New,,,PrefabInstanceModification,- target,unresolved_guid,material,,,,"Unresolved material GUID 7350c439920074a58a63ca710c013777. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/WarFX Demo New.unity,Scene,WarFX Demo New,,,PrefabInstanceModification,objectReference,unresolved_guid,material,,,,"Unresolved material GUID 59a86acc489cd454cbc07c4848d68ef3. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/WarFX Demo New.unity,Scene,WarFX Demo New,Canvas/Btn_CameraRotation,,Image,m_Sprite,unresolved_guid,sprite,,,80x80,"Unresolved sprite GUID 4c72f3c555f96274787f31379fabb6ff. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/WarFX Demo New.unity,Scene,WarFX Demo New,Canvas/Btn_CameraRotation,,Button,m_HighlightedSprite,unresolved_guid,sprite,,,80x80,"Unresolved sprite GUID 90cdb91b8028d984b9adf63a23402f86. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/WarFX Demo New.unity,Scene,WarFX Demo New,Canvas/Btn_CameraRotation,,Button,m_PressedSprite,unresolved_guid,sprite,,,80x80,"Unresolved sprite GUID 90cdb91b8028d984b9adf63a23402f86. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/WarFX Demo New.unity,Scene,WarFX Demo New,,,PrefabInstanceModification,- target,unresolved_guid,material,,,,"Unresolved material GUID 7350c439920074a58a63ca710c013777. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/WarFX Demo New.unity,Scene,WarFX Demo New,,,PrefabInstanceModification,objectReference,unresolved_guid,material,,,,"Unresolved material GUID 59a86acc489cd454cbc07c4848d68ef3. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/WarFX Demo New.unity,Scene,WarFX Demo New,Ground,,Class23,- {fileID,unresolved_guid,material,,,,"Unresolved material GUID dc070aa3464121b4d92dc268f1a79c93. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/WarFX Demo New.unity,Scene,WarFX Demo New,WALLS/Wall,,Class23,- {fileID,unresolved_guid,material,,,,"Unresolved material GUID af09f8959d2e3e5409129ec9ec5ab06e. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/WarFX Demo New.unity,Scene,WarFX Demo New,Canvas/Logo,,Image,m_Sprite,unresolved_guid,sprite,,,338x45,"Unresolved sprite GUID 9162d39dfff8eee418769488b7282343. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/WarFX Demo New.unity,Scene,WarFX Demo New,Canvas/Btn_PrevEffect,,Image,m_Sprite,unresolved_guid,sprite,,,60x60,"Unresolved sprite GUID 3783f195e2c8dc84cb1461fbe881e9cb. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/WarFX Demo New.unity,Scene,WarFX Demo New,WALLS/Wall,,Class23,- {fileID,unresolved_guid,material,,,,"Unresolved material GUID af09f8959d2e3e5409129ec9ec5ab06e. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/WarFX Demo New.unity,Scene,WarFX Demo New,Canvas/Btn_ShowGround,,Image,m_Sprite,unresolved_guid,sprite,,,80x80,"Unresolved sprite GUID a2bcf923df54ffa4ba7e795955c5dc22. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/WarFX Demo New.unity,Scene,WarFX Demo New,Canvas/Btn_ShowGround,,Button,m_HighlightedSprite,unresolved_guid,sprite,,,80x80,"Unresolved sprite GUID 5cc9c4a6db9a74a40aaed761fc99294c. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/WarFX Demo New.unity,Scene,WarFX Demo New,Canvas/Btn_ShowGround,,Button,m_PressedSprite,unresolved_guid,sprite,,,80x80,"Unresolved sprite GUID 5cc9c4a6db9a74a40aaed761fc99294c. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/WarFX Demo New.unity,Scene,WarFX Demo New,Canvas/Btn_SlowMo,,Image,m_Sprite,unresolved_guid,sprite,,,80x80,"Unresolved sprite GUID 5ec8fc5d939ea2244985ca77a114c9d0. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/WarFX Demo New.unity,Scene,WarFX Demo New,Canvas/Btn_SlowMo,,Button,m_HighlightedSprite,unresolved_guid,sprite,,,80x80,"Unresolved sprite GUID 48624f05b683e4a4ab1a142e40fd6971. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/WarFX Demo New.unity,Scene,WarFX Demo New,Canvas/Btn_SlowMo,,Button,m_PressedSprite,unresolved_guid,sprite,,,80x80,"Unresolved sprite GUID 48624f05b683e4a4ab1a142e40fd6971. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Cartoon FX & War FX Demo/WarFX Demo New.unity,Scene,WarFX Demo New,Canvas/Btn_NextEffect,,Image,m_Sprite,unresolved_guid,sprite,,,60x60,"Unresolved sprite GUID 6ca93523b0317c242b05932fedb07cb3. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/ParticleEffectForUGUI-main/Samples~/Demo/UIParticle_Demo.unity,Scene,UIParticle_Demo,,,Class104,m_SkyboxMaterial,unresolved_guid,material,,,,"Unresolved material GUID 25be524c0c3253b4ab4a046b75dad45e. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Flappy Shapes/Flappy Shapes.unity,Scene,Flappy Shapes,Bird,,Class58,m_Material,unresolved_guid,material,,,,"Unresolved material GUID 923589784124c409dae520b2b3d1040b. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/No Outline,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Ellipse,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Norman/Tongue,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 50f4595a8e9f34222997de05d0c34515. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Misc Shapes/Red Shield,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 1203a549e5fd74eeeab1c13bac543c20. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Right Arrow,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Radial Gradient,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Norman/Tooth 3,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 50f4595a8e9f34222997de05d0c34515. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Triangle,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Texture,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/No Fill,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Norman,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 50f4595a8e9f34222997de05d0c34515. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Norman/Right Horn,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 50f4595a8e9f34222997de05d0c34515. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Misc Shapes/Green Blurry Ring,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 1203a549e5fd74eeeab1c13bac543c20. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Misc Shapes/Blue Gradient Triangle,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 1203a549e5fd74eeeab1c13bac543c20. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Norman/Left Horn,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 50f4595a8e9f34222997de05d0c34515. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Grid,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Checkerboard,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Stripes,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Norman/Right Leg,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 50f4595a8e9f34222997de05d0c34515. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Thick Outline,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Norman/Left Leg,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 50f4595a8e9f34222997de05d0c34515. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Misc Shapes/Blue Stripey Ellipse,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 1203a549e5fd74eeeab1c13bac543c20. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Norman/Left Eye,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 50f4595a8e9f34222997de05d0c34515. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Star,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Norman/Tooth 4,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 50f4595a8e9f34222997de05d0c34515. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Left Arrow,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Norman/Mouth,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 50f4595a8e9f34222997de05d0c34515. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Arrow,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Misc Shapes/Purple Cage Bread,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 1203a549e5fd74eeeab1c13bac543c20. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Pentagon,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7937ea42a4a084410a5ec868ceac0f5f. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Circle,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Norman/Tooth 2,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 50f4595a8e9f34222997de05d0c34515. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Rectangle,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Blurry Outline,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Diamond,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Chat Bubble,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Hexagon,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Moon,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Linear Gradient,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Norman/Right Eye,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 50f4595a8e9f34222997de05d0c34515. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Misc Shapes/Yellow Gradient Circle,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 1203a549e5fd74eeeab1c13bac543c20. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Demo Shapes/Rounded Rectangle,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 7a88393c660334acc91fd97a1fb22570. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Showcase/Showcase.unity,Scene,Showcase,Norman/Tooth 1,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID 50f4595a8e9f34222997de05d0c34515. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/Shapes2D/Demos/Stress Test/Stress Test.unity,Scene,Stress Test,Test Shape,,SpriteRenderer,m_CorrespondingSourceObject,unresolved_guid,sprite,,,,"Unresolved sprite GUID aa4e4baaa8bd44eac9d63ae46f11632f. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,Scene,UIEffect_Demo,Canvas/Scroll View/Content/Effect-BlurFast/Layout/image,,Image,m_Material,unresolved_guid,material,,,0x0,"Unresolved material GUID aee96bc531e6eba468ec405e536f515f. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,Scene,UIEffect_Demo,Canvas/Scroll View/Content/Summary/Layout/Color Add,,Image,m_Material,unresolved_guid,material,,,112x0,"Unresolved material GUID aee96bc531e6eba468ec405e536f515f. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,Scene,UIEffect_Demo,Canvas/Scroll View/Content/Effect-Grayscale/Layout/Image  100%,,Image,m_Material,unresolved_guid,material,,,0x0,"Unresolved material GUID aee96bc531e6eba468ec405e536f515f. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,Scene,UIEffect_Demo,Canvas/Scroll View/Content/UIShiny/Layout/Image 35%,,Image,m_Material,unresolved_guid,material,,,0x0,"Unresolved material GUID 9dc7e810a87b444ab96919f3215c2fe5. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,Scene,UIEffect_Demo,Canvas/Scroll View/Content/Transition - Screen/Layout/Toggle (2)/Checkmark,,Image,m_Material,unresolved_guid,material,,,0x0,"Unresolved material GUID aee96bc531e6eba468ec405e536f515f. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,Scene,UIEffect_Demo,Canvas/Scroll View/Content/UIDissolve - Test/Layout/Image,,Image,m_Material,unresolved_guid,material,,,0x0,"Unresolved material GUID c8243c28075b3431084ded42f46ad567. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,Scene,UIEffect_Demo,Canvas/Scroll View/Content/UIDissolve/Layout/Animation,,Image,m_Material,unresolved_guid,material,,,0x0,"Unresolved material GUID 17b17d6effbe14075a3bbdf1fda1f6e1. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,Scene,UIEffect_Demo,Canvas/Scroll View/Content/Summary/Layout/Color Sub,,Image,m_Material,unresolved_guid,material,,,112x0,"Unresolved material GUID aee96bc531e6eba468ec405e536f515f. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,Scene,UIEffect_Demo,Canvas/Scroll View/Content/Effect-BlurDetail/Layout/image,,Image,m_Material,unresolved_guid,material,,,0x0,"Unresolved material GUID aee96bc531e6eba468ec405e536f515f. GUID could not be resolved from project, package, or package cache metadata."
Assets/AddOn/UIEffect-upm/Samples~/Demo/UIEffect_Demo.unity,Scene,UIEffect_Demo,Canvas/Scroll View/Content/Effect-ColorSet/Layout/Image  75%,,Image,m_Material,unresolved_guid,material,,,0x0,"Unresolved material GUID aee96bc531e6eba468ec405e536f515f. GUID could not be resolved from project, package, or package cache metadata."
